year,site,siteid,species,treeid,trw,bai,radius,age,awc100,pH,BS,C.N,tmean,prec,dri,co2
1985,NeunkirchSÙd,NES,ash,NESfrex1,1.33,7.34,8.9,84,119.2,7.1,99.9,13.4,14,500,-2,345.7
1986,NeunkirchSÙd,NES,ash,NESfrex1,0.98,5.47,9,85,119.2,7.1,99.9,13.4,13.6,667,29,347
1987,NeunkirchSÙd,NES,ash,NESfrex1,0.9,5.1,9.1,86,119.2,7.1,99.9,13.4,13.8,684,33,348.8
1988,NeunkirchSÙd,NES,ash,NESfrex1,1.08,6.16,9.2,87,119.2,7.1,99.9,13.4,14.2,487,-4,351.3
1989,NeunkirchSÙd,NES,ash,NESfrex1,1.18,6.85,9.3,88,119.2,7.1,99.9,13.4,14.2,462,-8,352.8
1990,NeunkirchSÙd,NES,ash,NESfrex1,0.96,5.64,9.4,89,119.2,7.1,99.9,13.4,14.1,508,-1,354
1991,NeunkirchSÙd,NES,ash,NESfrex1,0.95,5.63,9.5,90,119.2,7.1,99.9,13.4,14.1,432,-13,355.5
1992,NeunkirchSÙd,NES,ash,NESfrex1,1.03,6.17,9.6,91,119.2,7.1,99.9,13.4,15.1,479,-7,356.3
1993,NeunkirchSÙd,NES,ash,NESfrex1,1.1,6.67,9.7,92,119.2,7.1,99.9,13.4,14.5,551,6,357
1994,NeunkirchSÙd,NES,ash,NESfrex1,1.56,9.58,9.9,93,119.2,7.1,99.9,13.4,14.9,693,32,358.9
1995,NeunkirchSÙd,NES,ash,NESfrex1,1.26,7.82,10,94,119.2,7.1,99.9,13.4,14,691,34,360.9
1996,NeunkirchSÙd,NES,ash,NESfrex1,1.12,7.03,10.1,95,119.2,7.1,99.9,13.4,13.5,511,3,362.7
1997,NeunkirchSÙd,NES,ash,NESfrex1,1.45,9.23,10.2,96,119.2,7.1,99.9,13.4,14.2,488,-3,363.8
1998,NeunkirchSÙd,NES,ash,NESfrex1,0.98,6.3,10.3,97,119.2,7.1,99.9,13.4,14.6,497,-2,365.5
1999,NeunkirchSÙd,NES,ash,NESfrex1,1.45,9.48,10.5,98,119.2,7.1,99.9,13.4,15,813,52,367
2000,NeunkirchSÙd,NES,ash,NESfrex1,1.45,9.58,10.6,99,119.2,7.1,99.9,13.4,15.1,606,14,368.5
2001,NeunkirchSÙd,NES,ash,NESfrex1,1.28,8.6,10.8,100,119.2,7.1,99.9,13.4,14.1,655,27,370
2002,NeunkirchSÙd,NES,ash,NESfrex1,1.09,7.4,10.9,101,119.2,7.1,99.9,13.4,14.4,534,4,371.5
2003,NeunkirchSÙd,NES,ash,NESfrex1,1.25,8.58,11,102,119.2,7.1,99.9,13.4,16.8,365,-32,373
2004,NeunkirchSÙd,NES,ash,NESfrex1,1.17,8.08,11.1,103,119.2,7.1,99.9,13.4,14.5,481,-5,374.6
2005,NeunkirchSÙd,NES,ash,NESfrex1,1.2,8.42,11.2,104,119.2,7.1,99.9,13.4,14.8,536,5,377.1
2006,NeunkirchSÙd,NES,ash,NESfrex1,0.79,5.56,11.3,105,119.2,7.1,99.9,13.4,15.3,706,32,378.8
1957,NeunkirchSÙd,NES,ash,NESfrex2,1.33,14.5,17.5,122,119.2,7.1,99.9,13.4,13.2,519,8,315.1
1958,NeunkirchSÙd,NES,ash,NESfrex2,1.84,20.27,17.7,123,119.2,7.1,99.9,13.4,14.1,584,14,315.7
1959,NeunkirchSÙd,NES,ash,NESfrex2,1.84,20.53,17.9,124,119.2,7.1,99.9,13.4,14.7,481,-9,315.8
1960,NeunkirchSÙd,NES,ash,NESfrex2,1.49,16.73,18,125,119.2,7.1,99.9,13.4,13.4,628,23,316.8
1961,NeunkirchSÙd,NES,ash,NESfrex2,2.07,23.55,18.2,126,119.2,7.1,99.9,13.4,14.3,484,-5,317.5
1962,NeunkirchSÙd,NES,ash,NESfrex2,1.3,14.93,18.3,127,119.2,7.1,99.9,13.4,13.4,414,-15,318.3
1963,NeunkirchSÙd,NES,ash,NESfrex2,1.26,14.57,18.5,128,119.2,7.1,99.9,13.4,13.9,465,-6,318.8
1964,NeunkirchSÙd,NES,ash,NESfrex2,1.08,12.57,18.6,129,119.2,7.1,99.9,13.4,14.9,495,-7,319.4
1965,NeunkirchSÙd,NES,ash,NESfrex2,1.51,17.69,18.7,130,119.2,7.1,99.9,13.4,12.7,810,58,319.9
1966,NeunkirchSÙd,NES,ash,NESfrex2,1.33,15.64,18.9,131,119.2,7.1,99.9,13.4,14.1,548,8,321.2
1967,NeunkirchSÙd,NES,ash,NESfrex2,1.3,15.39,19,132,119.2,7.1,99.9,13.4,13.8,529,5,322
1968,NeunkirchSÙd,NES,ash,NESfrex2,1.37,16.34,19.1,133,119.2,7.1,99.9,13.4,13.3,697,35,322.9
1969,NeunkirchSÙd,NES,ash,NESfrex2,1.4,16.88,19.3,134,119.2,7.1,99.9,13.4,13.7,586,14,324.5
1970,NeunkirchSÙd,NES,ash,NESfrex2,1.3,15.79,19.4,135,119.2,7.1,99.9,13.4,13.5,530,6,325.5
1971,NeunkirchSÙd,NES,ash,NESfrex2,1.29,15.77,19.5,136,119.2,7.1,99.9,13.4,14.6,429,-17,326.2
1972,NeunkirchSÙd,NES,ash,NESfrex2,1.19,14.64,19.6,137,119.2,7.1,99.9,13.4,12.6,551,14,327.3
1973,NeunkirchSÙd,NES,ash,NESfrex2,1.67,20.7,19.8,138,119.2,7.1,99.9,13.4,14,547,8,329.5
1974,NeunkirchSÙd,NES,ash,NESfrex2,1.52,18.93,20,139,119.2,7.1,99.9,13.4,13.5,452,-8,330.1
1975,NeunkirchSÙd,NES,ash,NESfrex2,2.06,25.9,20.2,140,119.2,7.1,99.9,13.4,14.1,724,37,331
1976,NeunkirchSÙd,NES,ash,NESfrex2,1.63,20.67,20.3,141,119.2,7.1,99.9,13.4,14.2,468,-9,332
1977,NeunkirchSÙd,NES,ash,NESfrex2,1.61,20.58,20.5,142,119.2,7.1,99.9,13.4,12.8,544,11,333.7
1978,NeunkirchSÙd,NES,ash,NESfrex2,1.76,22.69,20.7,143,119.2,7.1,99.9,13.4,12.7,566,14,335.3
1979,NeunkirchSÙd,NES,ash,NESfrex2,1.57,20.39,20.8,144,119.2,7.1,99.9,13.4,13.3,478,-2,336.7
1980,NeunkirchSÙd,NES,ash,NESfrex2,1.65,21.67,21,145,119.2,7.1,99.9,13.4,12.8,518,7,338.5
1981,NeunkirchSÙd,NES,ash,NESfrex2,1.72,22.77,21.2,146,119.2,7.1,99.9,13.4,14,488,-2,339.8
1982,NeunkirchSÙd,NES,ash,NESfrex2,1.54,20.54,21.3,147,119.2,7.1,99.9,13.4,14.3,556,8,341
1983,NeunkirchSÙd,NES,ash,NESfrex2,1.99,26.7,21.5,148,119.2,7.1,99.9,13.4,14.8,558,6,342.6
1984,NeunkirchSÙd,NES,ash,NESfrex2,1.55,21.02,21.7,149,119.2,7.1,99.9,13.4,12.7,554,13,344.3
1985,NeunkirchSÙd,NES,ash,NESfrex2,2.36,32.23,21.9,150,119.2,7.1,99.9,13.4,14,500,-2,345.7
1986,NeunkirchSÙd,NES,ash,NESfrex2,2.11,29.1,22.1,151,119.2,7.1,99.9,13.4,13.6,667,29,347
1987,NeunkirchSÙd,NES,ash,NESfrex2,2.21,30.85,22.3,152,119.2,7.1,99.9,13.4,13.8,684,33,348.8
1988,NeunkirchSÙd,NES,ash,NESfrex2,1.74,24.44,22.5,153,119.2,7.1,99.9,13.4,14.2,487,-4,351.3
1989,NeunkirchSÙd,NES,ash,NESfrex2,1.75,24.84,22.7,154,119.2,7.1,99.9,13.4,14.2,462,-8,352.8
1990,NeunkirchSÙd,NES,ash,NESfrex2,1.64,23.45,22.8,155,119.2,7.1,99.9,13.4,14.1,508,-1,354
1991,NeunkirchSÙd,NES,ash,NESfrex2,1.86,26.73,23,156,119.2,7.1,99.9,13.4,14.1,432,-13,355.5
1992,NeunkirchSÙd,NES,ash,NESfrex2,1.64,23.74,23.2,157,119.2,7.1,99.9,13.4,15.1,479,-7,356.3
1993,NeunkirchSÙd,NES,ash,NESfrex2,1.91,27.87,23.4,158,119.2,7.1,99.9,13.4,14.5,551,6,357
1994,NeunkirchSÙd,NES,ash,NESfrex2,2.32,34.18,23.6,159,119.2,7.1,99.9,13.4,14.9,693,32,358.9
1995,NeunkirchSÙd,NES,ash,NESfrex2,1.91,28.38,23.8,160,119.2,7.1,99.9,13.4,14,691,34,360.9
1996,NeunkirchSÙd,NES,ash,NESfrex2,1.82,27.32,24,161,119.2,7.1,99.9,13.4,13.5,511,3,362.7
1997,NeunkirchSÙd,NES,ash,NESfrex2,1.66,25.03,24.2,162,119.2,7.1,99.9,13.4,14.2,488,-3,363.8
1998,NeunkirchSÙd,NES,ash,NESfrex2,1.35,20.47,24.3,163,119.2,7.1,99.9,13.4,14.6,497,-2,365.5
1999,NeunkirchSÙd,NES,ash,NESfrex2,1.59,24.26,24.4,164,119.2,7.1,99.9,13.4,15,813,52,367
2000,NeunkirchSÙd,NES,ash,NESfrex2,1.6,24.58,24.6,165,119.2,7.1,99.9,13.4,15.1,606,14,368.5
2001,NeunkirchSÙd,NES,ash,NESfrex2,1.58,24.43,24.8,166,119.2,7.1,99.9,13.4,14.1,655,27,370
2002,NeunkirchSÙd,NES,ash,NESfrex2,1.46,22.78,24.9,167,119.2,7.1,99.9,13.4,14.4,534,4,371.5
2003,NeunkirchSÙd,NES,ash,NESfrex2,1.55,24.33,25.1,168,119.2,7.1,99.9,13.4,16.8,365,-32,373
2004,NeunkirchSÙd,NES,ash,NESfrex2,1.4,22.11,25.2,169,119.2,7.1,99.9,13.4,14.5,481,-5,374.6
2005,NeunkirchSÙd,NES,ash,NESfrex2,1.66,26.37,25.4,170,119.2,7.1,99.9,13.4,14.8,536,5,377.1
2006,NeunkirchSÙd,NES,ash,NESfrex2,1.35,21.5,25.5,171,119.2,7.1,99.9,13.4,15.3,706,32,378.8
1957,NeunkirchSÙd,NES,ash,NESfrex3,1.03,6.48,10.1,93,119.2,7.1,99.9,13.4,13.2,519,8,315.1
1958,NeunkirchSÙd,NES,ash,NESfrex3,1.72,10.98,10.3,94,119.2,7.1,99.9,13.4,14.1,584,14,315.7
1959,NeunkirchSÙd,NES,ash,NESfrex3,1.29,8.35,10.4,95,119.2,7.1,99.9,13.4,14.7,481,-9,315.8
